Count,SL.,SP.,NSP.,NE.,SM.,FR.,OF.,RES.,IR.,PH.,RP.,GS.,FG.,OG.,sub_no,clusters,,,
48,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
73,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
155,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
36,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
102,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
41,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
21,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
19,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
22,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
188,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
76,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
54,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
94,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
16,1,0,0,0,1,0,0,0,0,1,0,0,1,0,5,SL.FG.SM.PH.,,,
7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,5,SP.FG.SM.PH.,,,
19,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
33,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
27,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
27,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
48,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
10,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
28,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
15,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
34,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
32,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
22,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
81,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
34,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
25,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
53,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
60,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
16,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
61,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
24,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
49,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
30,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
161,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
46,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
42,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
19,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
7,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
49,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
58,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
138,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
14,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
33,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
40,0,1,0,0,1,0,0,0,0,1,0,0,1,0,5,SP.FG.SM.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
26,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
18,0,1,0,0,1,0,0,0,0,1,0,0,1,0,5,SP.FG.SM.PH.,,,
10,0,1,0,0,1,0,0,0,0,1,0,1,0,0,5,SP.GS.SM.PH.,,,
13,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,SP.GS.NE.PH.,,,
107,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
120,1,0,0,1,0,0,0,1,0,0,0,1,0,0,5,SL.GS.NE.RES.,,,
59,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
188,1,0,0,1,0,0,0,1,0,0,0,1,0,0,5,SL.GS.NE.RES.,,,
2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
22,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
59,1,0,0,1,0,0,0,0,0,1,0,1,0,0,5,SL.GS.NE.PH.,,,
5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
27,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,SP.FG.NE.PH.,,,
51,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,SL.FG.NE.PH.,,,
35,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
21,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
152,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
22,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
59,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
13,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
53,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
35,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
28,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
34,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
28,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
221,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
27,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,SL.GS.SM.PH.,,,
15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
42,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
103,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
264,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
37,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,SL.FG.SM.PH.,,,
11,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,SL.GS.SM.PH.,,,
42,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,SL.GS.SM.PH.,,,
23,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
126,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
63,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
20,0,1,0,1,0,0,0,0,0,1,0,0,1,0,6,SP.FG.NE.PH.,,,
20,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
37,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
33,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,SL.GS.SM.PH.,,,
30,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6,SL.GS.SM.IR.,,,
15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6,SP.GS.SM.PH.,,,
27,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
10,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
59,0,1,0,1,0,0,0,0,0,1,0,0,1,0,6,SP.FG.NE.PH.,,,
14,0,1,0,0,1,0,0,0,0,1,0,0,1,0,6,SP.FG.SM.PH.,,,
12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,6,SP.FG.SM.PH.,,,
63,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
89,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
47,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
151,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
24,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
73,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
55,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,SL.FG.SM.PH.,,,
7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
100,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
9,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
15,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,SL.FG.SM.PH.,,,
3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6,SL.FG.SM.PH.,,,
11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,6,SP.FG.SM.PH.,,,
16,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6,SP.GS.SM.PH.,,,
25,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
23,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
30,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,SL.GS.SM.PH.,,,
5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
39,1,0,0,1,0,0,0,0,1,0,0,1,0,0,6,SL.GS.NE.IR.,,,
59,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
37,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
113,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
20,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
33,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
27,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
39,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
64,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
20,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
11,0,0,1,1,0,0,0,0,0,1,0,1,0,0,6,NSP.GS.NE.PH.,,,
106,0,0,1,1,0,0,0,0,0,1,0,1,0,0,6,NSP.GS.NE.PH.,,,
142,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
30,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,SL.FG.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
8,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
33,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
28,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,SP.GS.NE.PH.,,,
51,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,SL.GS.NE.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
24,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
156,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7,SL.GS.SM.IR.,,,
7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
15,0,0,1,0,1,0,0,0,0,1,0,1,0,0,7,NSP.GS.SM.PH.,,,
6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,7,NSP.FG.SM.PH.,,,
49,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,SL.FG.SM.IR.,,,
153,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
27,0,0,1,1,0,0,0,0,0,1,0,1,0,0,7,NSP.GS.NE.PH.,,,
101,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
14,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7,SL.FG.NE.PH.,,,
23,1,0,0,1,0,0,0,0,1,0,0,0,1,0,7,SL.FG.NE.IR.,,,
4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,SL.FG.SM.IR.,,,
27,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7,SL.GS.SM.IR.,,,
11,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
22,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
23,0,1,0,1,0,0,0,0,0,1,0,1,0,0,7,SP.GS.NE.PH.,,,
100,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
77,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7,SL.FG.NE.PH.,,,
110,1,0,0,1,0,0,0,0,1,0,0,0,1,0,7,SL.FG.NE.IR.,,,
2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,SL.FG.SM.IR.,,,
49,1,0,0,0,1,0,0,1,0,0,0,0,1,0,7,SL.FG.SM.RES.,,,
22,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
42,1,0,0,0,1,0,0,1,0,0,0,0,1,0,7,SL.FG.SM.RES.,,,
57,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
103,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
63,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
52,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7,SL.FG.NE.PH.,,,
55,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7,SL.FG.NE.PH.,,,
15,1,0,0,1,0,0,0,0,0,0,1,0,1,0,7,SL.FG.NE.RP.,,,
4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,7,SP.FG.NE.PH.,,,
1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,7,SP.FG.NE.PH.,,,
14,0,1,0,0,1,0,0,0,0,1,0,0,1,0,7,SP.FG.SM.PH.,,,
76,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
46,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
34,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7,SL.FG.NE.PH.,,,
190,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,7,SP.FG.SM.PH.,,,
72,0,1,0,0,0,0,1,1,0,0,0,0,1,0,7,SP.FG.OF.RES.,,,
28,0,1,0,0,0,0,1,1,0,0,0,0,1,0,7,SP.FG.OF.RES.,,,
60,0,1,0,0,1,0,0,0,0,1,0,0,1,0,7,SP.FG.SM.PH.,,,
65,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
52,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7,SL.GS.SM.IR.,,,
43,1,0,0,1,0,0,0,0,1,0,0,1,0,0,7,SL.GS.NE.IR.,,,
12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
161,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7,SL.FG.NE.PH.,,,
7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,SL.FG.SM.PH.,,,
2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
30,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
20,1,0,0,0,0,0,1,0,0,1,0,1,0,0,7,SL.GS.OF.PH.,,,
30,0,1,0,0,0,0,1,0,0,1,0,1,0,0,7,SP.GS.OF.PH.,,,
14,0,1,0,0,0,0,1,1,0,0,0,1,0,0,7,SP.GS.OF.RES.,,,
6,0,1,0,0,0,0,1,1,0,0,0,0,1,0,7,SP.FG.OF.RES.,,,
4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,7,SP.FG.NE.PH.,,,
9,1,0,0,1,0,0,0,0,0,0,1,0,1,0,7,SL.FG.NE.RP.,,,
38,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7,SL.FG.NE.PH.,,,
55,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
27,0,1,0,1,0,0,0,0,0,1,0,1,0,0,7,SP.GS.NE.PH.,,,
41,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
74,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
47,1,0,0,0,0,0,1,1,0,0,0,1,0,0,7,SL.GS.OF.RES.,,,
9,1,0,0,0,0,0,1,1,0,0,0,0,1,0,7,SL.FG.OF.RES.,,,
26,1,0,0,0,0,0,1,1,0,0,0,1,0,0,7,SL.GS.OF.RES.,,,
21,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
77,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
80,0,1,0,0,1,0,0,0,0,1,0,1,0,0,7,SP.GS.SM.PH.,,,
14,0,1,0,0,1,0,0,0,1,0,0,1,0,0,7,SP.GS.SM.IR.,,,
6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,7,SP.GS.SM.IR.,,,
65,0,1,0,1,0,0,0,0,1,0,0,1,0,0,7,SP.GS.NE.IR.,,,
13,1,0,0,1,0,0,0,0,1,0,0,1,0,0,7,SL.GS.NE.IR.,,,
3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,7,NSP.GS.NE.IR.,,,
14,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,NSP.GS.SM.IR.,,,
35,0,0,1,1,0,0,0,0,1,0,0,1,0,0,7,NSP.GS.NE.IR.,,,
122,1,0,0,1,0,0,0,0,1,0,0,1,0,0,7,SL.GS.NE.IR.,,,
45,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7,SL.GS.NE.PH.,,,
106,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,SL.GS.SM.PH.,,,
10,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7,SL.GS.SM.IR.,,,
108,1,0,0,1,0,0,0,0,1,0,0,1,0,0,7,SL.GS.NE.IR.,,,
21,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
25,0,1,0,1,0,0,0,0,0,1,0,0,1,0,8,SP.FG.NE.PH.,,,
1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,8,SP.FG.NE.PH.,,,
15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,8,SL.FG.NE.IR.,,,
46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
20,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,8,SL.OG.OF.RES.,,,
22,0,0,1,0,0,0,1,1,0,0,0,0,0,1,8,NSP.OG.OF.RES.,,,
12,0,0,1,0,0,0,1,1,0,0,0,1,0,0,8,NSP.GS.OF.RES.,,,
17,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8,NSP.GS.SM.PH.,,,
19,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
34,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
42,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
41,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
26,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
43,0,0,1,1,0,0,0,0,0,1,0,0,1,0,8,NSP.FG.NE.PH.,,,
34,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
48,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
85,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
33,1,0,0,1,0,0,0,0,1,0,0,0,1,0,8,SL.FG.NE.IR.,,,
2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
75,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
19,0,0,1,1,0,0,0,0,0,1,0,0,1,0,8,NSP.FG.NE.PH.,,,
5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,8,NSP.FG.SM.PH.,,,
8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,8,NSP.FG.SM.PH.,,,
6,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8,NSP.GS.SM.PH.,,,
1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
28,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
92,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
19,1,0,0,1,0,0,0,0,0,0,1,0,1,0,8,SL.FG.NE.RP.,,,
31,1,0,0,0,1,0,0,0,0,0,1,0,1,0,8,SL.FG.SM.RP.,,,
19,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
41,1,0,0,0,1,0,0,0,0,0,1,0,1,0,8,SL.FG.SM.RP.,,,
63,0,0,1,0,1,0,0,0,0,1,0,0,1,0,8,NSP.FG.SM.PH.,,,
44,0,0,1,1,0,0,0,0,0,1,0,0,1,0,8,NSP.FG.NE.PH.,,,
118,1,0,0,1,0,0,0,0,0,0,1,0,1,0,8,SL.FG.NE.RP.,,,
2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
