Count,SL.,SP.,NSP.,NE.,SM.,FR.,OF.,RES.,IR.,PH.,RP.,GS.,FG.,OG.,sub_no,clusters,,,
7,0,0,1,1,0,0,0,0,0,1,0,0,1,0,8,NSP.FG.NE.PH.,,,
8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,8,NSP.FG.NE.PH.,,,
18,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
43,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
49,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
58,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
39,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
28,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
44,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
20,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
44,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8,NSP.GS.SM.PH.,,,
11,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8,NSP.GS.SM.PH.,,,
66,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
22,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
9,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
39,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
83,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
10,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
10,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
22,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
27,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
15,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
19,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
329,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
24,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
32,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
35,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
13,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
38,1,0,0,1,0,0,0,1,0,0,0,0,1,0,8,SL.FG.NE.RES.,,,
2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
46,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
39,1,0,0,1,0,0,0,1,0,0,0,1,0,0,8,SL.GS.NE.RES.,,,
12,1,0,0,1,0,0,0,1,0,0,0,0,1,0,8,SL.FG.NE.RES.,,,
11,0,0,1,1,0,0,0,1,0,0,0,0,1,0,8,NSP.FG.NE.RES.,,,
23,0,0,1,0,1,0,0,1,0,0,0,0,1,0,8,NSP.FG.SM.RES.,,,
2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,8,NSP.FG.NE.RES.,,,
61,0,0,1,1,0,0,0,1,0,0,0,1,0,0,8,NSP.GS.NE.RES.,,,
7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,8,SL.GS.NE.RES.,,,
4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
31,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
42,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
18,0,0,1,1,0,0,0,0,0,1,0,1,0,0,8,NSP.GS.NE.PH.,,,
6,0,0,1,0,0,0,1,0,0,1,0,1,0,0,8,NSP.GS.OF.PH.,,,
14,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,NSP.OG.OF.PH.,,,
32,0,0,1,0,0,0,1,0,0,1,0,1,0,0,8,NSP.GS.OF.PH.,,,
9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8,NSP.GS.SM.PH.,,,
26,0,0,1,0,1,0,0,0,0,1,0,0,1,0,8,NSP.FG.SM.PH.,,,
5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,8,SL.FG.SM.PH.,,,
4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,8,SL.FG.SM.PH.,,,
14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
25,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
49,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
26,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
10,0,1,0,1,0,0,0,0,0,1,0,0,1,0,8,SP.FG.NE.PH.,,,
14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
23,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
13,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,SL.GS.NE.PH.,,,
18,0,1,0,1,0,0,0,0,0,1,0,1,0,0,8,SP.GS.NE.PH.,,,
37,0,1,0,1,0,0,0,0,0,1,0,0,1,0,8,SP.FG.NE.PH.,,,
9,1,0,0,1,0,0,0,0,0,1,0,0,1,0,8,SL.FG.NE.PH.,,,
3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,8,SL.FG.NE.RP.,,,
16,1,0,0,0,1,0,0,0,0,0,1,0,1,0,8,SL.FG.SM.RP.,,,
25,0,1,0,0,1,0,0,0,0,0,1,0,1,0,8,SP.FG.SM.RP.,,,
33,1,0,0,0,1,0,0,0,0,0,1,0,1,0,8,SL.FG.SM.RP.,,,
1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,8,SP.FG.SM.RP.,,,
17,0,1,0,0,1,0,0,0,0,1,0,0,1,0,8,SP.FG.SM.PH.,,,
50,1,0,0,0,1,0,0,0,0,1,0,0,1,0,8,SL.FG.SM.PH.,,,
22,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,SL.GS.SM.PH.,,,
52,1,0,0,0,1,0,0,0,1,0,0,0,1,0,9,SL.FG.SM.IR.,,,
15,0,0,1,0,1,0,0,0,1,0,0,0,1,0,9,NSP.FG.SM.IR.,,,
17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,9,SL.FG.SM.IR.,,,
16,0,0,1,0,1,0,0,0,0,1,0,0,1,0,9,NSP.FG.SM.PH.,,,
95,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9,SL.FG.SM.PH.,,,
25,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
32,0,0,1,1,0,0,0,0,0,1,0,0,1,0,9,NSP.FG.NE.PH.,,,
185,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
52,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9,SL.FG.SM.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
29,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
85,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
27,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9,SL.FG.SM.PH.,,,
15,0,1,0,0,1,0,0,0,0,1,0,0,1,0,9,SP.FG.SM.PH.,,,
23,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9,SL.FG.SM.PH.,,,
11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,9,SP.FG.SM.PH.,,,
98,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9,SL.FG.SM.PH.,,,
19,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
57,1,0,0,1,0,0,0,0,1,0,0,0,1,0,9,SL.FG.NE.IR.,,,
8,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
54,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
27,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
171,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
118,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
29,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
46,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
43,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
71,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
58,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
22,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
33,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
20,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
26,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
49,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
87,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
24,0,0,1,1,0,0,0,0,0,1,0,0,1,0,9,NSP.FG.NE.PH.,,,
5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,9,NSP.GS.NE.PH.,,,
38,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
109,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
84,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
22,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
75,1,0,0,0,1,0,0,0,0,1,0,1,0,0,9,SL.GS.SM.PH.,,,
69,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
36,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
59,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
44,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
82,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
19,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
136,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
43,0,0,1,1,0,0,0,0,0,1,0,0,1,0,9,NSP.FG.NE.PH.,,,
18,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
37,1,0,0,1,0,0,0,0,0,1,0,0,0,1,9,SL.OG.NE.PH.,,,
186,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
13,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
189,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
25,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,SP.FG.NE.PH.,,,
142,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
65,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
16,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
75,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
27,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
137,1,0,0,1,0,0,0,0,0,1,0,1,0,0,9,SL.GS.NE.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,9,SL.FG.NE.PH.,,,
18,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
99,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
13,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,SL.FG.NE.PH.,,,
78,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
35,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
46,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
174,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
31,1,0,0,0,1,0,0,0,0,0,1,0,1,0,10,SL.FG.SM.RP.,,,
21,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
10,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,10,SP.FG.SM.PH.,,,
2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,10,SP.GS.SM.PH.,,,
56,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
14,1,0,0,1,0,0,0,0,1,0,0,1,0,0,10,SL.GS.NE.IR.,,,
34,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
28,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,SL.FG.NE.PH.,,,
2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
66,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
6,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
18,0,0,1,0,1,0,0,0,0,1,0,1,0,0,10,NSP.GS.SM.PH.,,,
42,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
39,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
463,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
43,1,0,0,1,0,0,0,0,1,0,0,1,0,0,10,SL.GS.NE.IR.,,,
155,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
13,1,0,0,0,1,0,0,0,1,0,0,1,0,0,10,SL.GS.SM.IR.,,,
12,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
8,1,0,0,0,1,0,0,0,0,1,0,0,0,1,10,SL.OG.SM.PH.,,,
12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,10,SL.OG.SM.RES.,,,
149,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
98,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
29,1,0,0,1,0,0,0,0,0,0,1,0,1,0,10,SL.FG.NE.RP.,,,
3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,SL.FG.NE.PH.,,,
108,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
32,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
107,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
35,1,0,0,1,0,0,0,0,1,0,0,1,0,0,10,SL.GS.NE.IR.,,,
43,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
57,1,0,0,1,0,0,0,0,1,0,0,1,0,0,10,SL.GS.NE.IR.,,,
11,1,0,0,1,0,0,0,0,1,0,0,0,1,0,10,SL.FG.NE.IR.,,,
13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,10,SL.FG.SM.IR.,,,
31,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
29,1,0,0,0,1,0,0,0,1,0,0,1,0,0,10,SL.GS.SM.IR.,,,
23,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
140,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
15,1,0,0,1,0,0,0,1,0,0,0,0,1,0,10,SL.FG.NE.RES.,,,
10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,10,SL.FG.SM.IR.,,,
65,1,0,0,0,1,0,0,0,1,0,0,0,1,0,10,SL.FG.SM.IR.,,,
61,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
63,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
11,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
74,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
128,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,SL.FG.NE.PH.,,,
130,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
16,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
30,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,SL.FG.NE.PH.,,,
195,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,SL.FG.NE.PH.,,,
15,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
59,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,SL.GS.NE.PH.,,,
32,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,SL.GS.SM.PH.,,,
113,1,0,0,0,1,0,0,0,0,1,0,0,1,0,10,SL.FG.SM.PH.,,,
26,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10,SL.FG.NE.PH.,,,
124,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
11,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
19,0,1,0,1,0,0,0,0,0,1,0,1,0,0,11,SP.GS.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
13,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
44,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
27,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
20,1,0,0,0,1,0,0,0,0,1,0,1,0,0,11,SL.GS.SM.PH.,,,
2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,11,SL.FG.SM.PH.,,,
7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
250,1,0,0,1,0,0,0,1,0,0,0,0,1,0,11,SL.FG.NE.RES.,,,
35,1,0,0,0,1,0,0,0,0,1,0,0,1,0,11,SL.FG.SM.PH.,,,
27,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
29,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
31,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
127,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
20,0,0,1,1,0,0,0,0,0,1,0,0,1,0,11,NSP.FG.NE.PH.,,,
124,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
43,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
23,0,1,0,1,0,0,0,0,0,1,0,0,1,0,11,SP.FG.NE.PH.,,,
28,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
68,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
120,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
15,0,0,1,1,0,0,0,0,0,1,0,0,1,0,11,NSP.FG.NE.PH.,,,
3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
54,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
111,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
182,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
99,1,0,0,1,0,0,0,1,0,0,0,1,0,0,11,SL.GS.NE.RES.,,,
13,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
40,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
10,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,11,SP.GS.NE.PH.,,,
51,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
72,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
72,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
102,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
27,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
17,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
252,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
12,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
88,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,11,SP.GS.NE.PH.,,,
9,0,1,0,1,0,0,0,0,0,1,0,0,1,0,11,SP.FG.NE.PH.,,,
15,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
20,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
21,0,0,1,1,0,0,0,0,0,1,0,1,0,0,11,NSP.GS.NE.PH.,,,
36,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
34,1,0,0,1,0,0,0,1,0,0,0,1,0,0,11,SL.GS.NE.RES.,,,
26,1,0,0,1,0,0,0,0,0,1,0,0,1,0,11,SL.FG.NE.PH.,,,
12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
55,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,11,SL.GS.FR.PH.,,,
10,1,0,0,0,0,1,0,0,0,1,0,0,1,0,11,SL.FG.FR.PH.,,,
16,0,0,1,0,0,1,0,0,0,1,0,0,1,0,11,NSP.FG.FR.PH.,,,
1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,11,SL.FG.FR.PH.,,,
266,1,0,0,0,0,1,0,0,0,1,0,1,0,0,11,SL.GS.FR.PH.,,,
35,1,0,0,0,0,1,0,0,0,0,1,1,0,0,11,SL.GS.FR.RP.,,,
69,1,0,0,1,0,0,0,0,0,1,0,1,0,0,11,SL.GS.NE.PH.,,,
8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,11,SL.GS.FR.RP.,,,
62,1,0,0,0,0,1,0,0,0,0,1,0,1,0,11,SL.FG.FR.RP.,,,
22,1,0,0,0,0,1,0,0,0,0,1,1,0,0,11,SL.GS.FR.RP.,,,
100,1,0,0,0,0,1,0,0,0,1,0,1,0,0,11,SL.GS.FR.PH.,,,
16,1,0,0,0,0,1,0,0,0,1,0,0,1,0,11,SL.FG.FR.PH.,,,
